FullGeoName,YEAR,STATE_NAME,STATE_ABBREV,COUNTY_NAME,STATE_COUNTY_FIP_U,opioid_dispensing_rate
"GA, Chattahoochee",2006,Georgia,GA,Chattahoochee County,13053,Data unavailable
"GA, Chattooga",2006,Georgia,GA,Chattooga County,13055,103.4
"GA, Cherokee",2006,Georgia,GA,Cherokee County,13057,75.5
"GA, Clarke",2006,Georgia,GA,Clarke County,13059,113.4
"GA, Clay",2006,Georgia,GA,Clay County,13061,108.6
"GA, Clayton",2006,Georgia,GA,Clayton County,13063,52.1
"GA, Clinch",2006,Georgia,GA,Clinch County,13065,114.7
"GA, Cobb",2006,Georgia,GA,Cobb County,13067,74.9
"GA, Coffee",2006,Georgia,GA,Coffee County,13069,145.7
"GA, Colquitt",2006,Georgia,GA,Colquitt County,13071,72.5
"GA, Columbia",2006,Georgia,GA,Columbia County,13073,91.3
"GA, Cook",2006,Georgia,GA,Cook County,13075,84.3
"GA, Coweta",2006,Georgia,GA,Coweta County,13077,83.8
"GA, Crawford",2006,Georgia,GA,Crawford County,13079,Data unavailable
"GA, Crisp",2006,Georgia,GA,Crisp County,13081,165.2
"GA, Dade",2006,Georgia,GA,Dade County,13083,64.7
"GA, Dawson",2006,Georgia,GA,Dawson County,13085,138.6
"GA, DeKalb",2006,Georgia,GA,DeKalb County,13089,45.7
"GA, Decatur",2006,Georgia,GA,Decatur County,13087,104.9
"GA, Dodge",2006,Georgia,GA,Dodge County,13091,105.9
"GA, Dooly",2006,Georgia,GA,Dooly County,13093,Data unavailable
"GA, Dougherty",2006,Georgia,GA,Dougherty County,13095,116.8
"GA, Douglas",2006,Georgia,GA,Douglas County,13097,103.3
"GA, Early",2006,Georgia,GA,Early County,13099,104.8
"GA, Echols",2006,Georgia,GA,Echols County,13101,Data unavailable
"GA, Effingham",2006,Georgia,GA,Effingham County,13103,62.7
"GA, Elbert",2006,Georgia,GA,Elbert County,13105,133.2
"GA, Emanuel",2006,Georgia,GA,Emanuel County,13107,112.4
"GA, Evans",2006,Georgia,GA,Evans County,13109,143.4
"GA, Fannin",2006,Georgia,GA,Fannin County,13111,94.8
"GA, Fayette",2006,Georgia,GA,Fayette County,13113,80.4
"GA, Floyd",2006,Georgia,GA,Floyd County,13115,146.5
"GA, Forsyth",2006,Georgia,GA,Forsyth County,13117,54.9
"GA, Franklin",2006,Georgia,GA,Franklin County,13119,193.5
"GA, Fulton",2006,Georgia,GA,Fulton County,13121,54.0
"GA, Gilmer",2006,Georgia,GA,Gilmer County,13123,104.9
"GA, Glascock",2006,Georgia,GA,Glascock County,13125,Data unavailable
"GA, Glynn",2006,Georgia,GA,Glynn County,13127,129.1
"GA, Gordon",2006,Georgia,GA,Gordon County,13129,119.3
"GA, Grady",2006,Georgia,GA,Grady County,13131,59.8
"GA, Greene",2006,Georgia,GA,Greene County,13133,101.8
"GA, Gwinnett",2006,Georgia,GA,Gwinnett County,13135,58.0
"GA, Habersham",2006,Georgia,GA,Habersham County,13137,121.2
"GA, Hall",2006,Georgia,GA,Hall County,13139,100.4
"GA, Hancock",2006,Georgia,GA,Hancock County,13141,Data unavailable
"GA, Haralson",2006,Georgia,GA,Haralson County,13143,144.6
"GA, Harris",2006,Georgia,GA,Harris County,13145,6.4
"GA, Hart",2006,Georgia,GA,Hart County,13147,72.9
"GA, Heard",2006,Georgia,GA,Heard County,13149,Data unavailable
"GA, Henry",2006,Georgia,GA,Henry County,13151,79.3
"GA, Houston",2006,Georgia,GA,Houston County,13153,112.6
"GA, Irwin",2006,Georgia,GA,Irwin County,13155,78.1
"GA, Jackson",2006,Georgia,GA,Jackson County,13157,96.9
"GA, Jasper",2006,Georgia,GA,Jasper County,13159,46.8
"GA, Jeff Davis",2006,Georgia,GA,Jeff Davis County,13161,127.1
"GA, Jefferson",2006,Georgia,GA,Jefferson County,13163,125.8
"GA, Jenkins",2006,Georgia,GA,Jenkins County,13165,50.2
"GA, Johnson",2006,Georgia,GA,Johnson County,13167,48.0
"GA, Jones",2006,Georgia,GA,Jones County,13169,31.5
"GA, Lamar",2006,Georgia,GA,Lamar County,13171,70.4
"GA, Lanier",2006,Georgia,GA,Lanier County,13173,Data unavailable
"GA, Laurens",2006,Georgia,GA,Laurens County,13175,168.4
"GA, Lee",2006,Georgia,GA,Lee County,13177,35.0
"GA, Liberty",2006,Georgia,GA,Liberty County,13179,50.9
"GA, Lincoln",2006,Georgia,GA,Lincoln County,13181,Data unavailable
"GA, Long",2006,Georgia,GA,Long County,13183,Data unavailable
"GA, Lowndes",2006,Georgia,GA,Lowndes County,13185,90.3
"GA, Lumpkin",2006,Georgia,GA,Lumpkin County,13187,62.8
"GA, Macon",2006,Georgia,GA,Macon County,13193,62.8
"GA, Madison",2006,Georgia,GA,Madison County,13195,90.5
"GA, Marion",2006,Georgia,GA,Marion County,13197,Data unavailable
"GA, McDuffie",2006,Georgia,GA,McDuffie County,13189,129.8
"GA, McIntosh",2006,Georgia,GA,McIntosh County,13191,73.7
"GA, Meriwether",2006,Georgia,GA,Meriwether County,13199,47.2
"GA, Miller",2006,Georgia,GA,Miller County,13201,131.9
"GA, Mitchell",2006,Georgia,GA,Mitchell County,13205,73.1
"GA, Monroe",2006,Georgia,GA,Monroe County,13207,77.7
"GA, Montgomery",2006,Georgia,GA,Montgomery County,13209,Data unavailable
"GA, Morgan",2006,Georgia,GA,Morgan County,13211,45.8
"GA, Murray",2006,Georgia,GA,Murray County,13213,73.5
"GA, Muscogee",2006,Georgia,GA,Muscogee County,13215,100.0
"GA, Newton",2006,Georgia,GA,Newton County,13217,89.7
"GA, Oconee",2006,Georgia,GA,Oconee County,13219,73.1
"GA, Oglethorpe",2006,Georgia,GA,Oglethorpe County,13221,Data unavailable
"GA, Paulding",2006,Georgia,GA,Paulding County,13223,69.1
"GA, Peach",2006,Georgia,GA,Peach County,13225,86.1
"GA, Pickens",2006,Georgia,GA,Pickens County,13227,119.1
"GA, Pierce",2006,Georgia,GA,Pierce County,13229,51.1
"GA, Pike",2006,Georgia,GA,Pike County,13231,Data unavailable
"GA, Polk",2006,Georgia,GA,Polk County,13233,137.5
"GA, Pulaski",2006,Georgia,GA,Pulaski County,13235,98.0
"GA, Putnam",2006,Georgia,GA,Putnam County,13237,63.7
"GA, Quitman",2006,Georgia,GA,Quitman County,13239,Data unavailable
"GA, Rabun",2006,Georgia,GA,Rabun County,13241,142.6
"GA, Randolph",2006,Georgia,GA,Randolph County,13243,67.8
"GA, Richmond",2006,Georgia,GA,Richmond County,13245,89.9
"GA, Rockdale",2006,Georgia,GA,Rockdale County,13247,95.6
"GA, Schley",2006,Georgia,GA,Schley County,13249,Data unavailable
"GA, Screven",2006,Georgia,GA,Screven County,13251,60.1
"GA, Seminole",2006,Georgia,GA,Seminole County,13253,114.9
"GA, Spalding",2006,Georgia,GA,Spalding County,13255,124.6
"GA, Stephens",2006,Georgia,GA,Stephens County,13257,136.1
"GA, Stewart",2006,Georgia,GA,Stewart County,13259,73.4
"GA, Sumter",2006,Georgia,GA,Sumter County,13261,94.2
"GA, Talbot",2006,Georgia,GA,Talbot County,13263,Data unavailable
"GA, Taliaferro",2006,Georgia,GA,Taliaferro County,13265,Data unavailable
"GA, Tattnall",2006,Georgia,GA,Tattnall County,13267,61.3
"GA, Taylor",2006,Georgia,GA,Taylor County,13269,Data unavailable
"GA, Telfair",2006,Georgia,GA,Telfair County,13271,0.1
"GA, Terrell",2006,Georgia,GA,Terrell County,13273,Data unavailable
"GA, Thomas",2006,Georgia,GA,Thomas County,13275,93.9
"GA, Tift",2006,Georgia,GA,Tift County,13277,125.8
"GA, Toombs",2006,Georgia,GA,Toombs County,13279,190.8
"GA, Towns",2006,Georgia,GA,Towns County,13281,69.9
"GA, Treutlen",2006,Georgia,GA,Treutlen County,13283,Data unavailable
"GA, Troup",2006,Georgia,GA,Troup County,13285,74.8
"GA, Turner",2006,Georgia,GA,Turner County,13287,80.9
"GA, Twiggs",2006,Georgia,GA,Twiggs County,13289,29.9
"GA, Union",2006,Georgia,GA,Union County,13291,146.9
"GA, Upson",2006,Georgia,GA,Upson County,13293,92.0
"GA, Walker",2006,Georgia,GA,Walker County,13295,31.8
"GA, Walton",2006,Georgia,GA,Walton County,13297,93.6
"GA, Ware",2006,Georgia,GA,Ware County,13299,212.2
"GA, Warren",2006,Georgia,GA,Warren County,13301,Data unavailable
"GA, Washington",2006,Georgia,GA,Washington County,13303,78.8
"GA, Wayne",2006,Georgia,GA,Wayne County,13305,130.7
"GA, Webster",2006,Georgia,GA,Webster County,13307,Data unavailable
"GA, Wheeler",2006,Georgia,GA,Wheeler County,13309,Data unavailable
"GA, White",2006,Georgia,GA,White County,13311,63.3
"GA, Whitfield",2006,Georgia,GA,Whitfield County,13313,72.5
"GA, Wilcox",2006,Georgia,GA,Wilcox County,13315,Data unavailable
"GA, Wilkes",2006,Georgia,GA,Wilkes County,13317,118.1
"GA, Wilkinson",2006,Georgia,GA,Wilkinson County,13319,Data unavailable
"GA, Worth",2006,Georgia,GA,Worth County,13321,73.5
"HI, Hawaii",2006,Hawaii,HI,Hawaii County,15001,69.8
"HI, Honolulu",2006,Hawaii,HI,Honolulu County,15003,31.8
"HI, Kalawao",2006,Hawaii,HI,Kalawao County,15005,Data unavailable
"HI, Kauai",2006,Hawaii,HI,Kauai County,15007,87.0
"HI, Maui",2006,Hawaii,HI,Maui County,15009,56.8
"IA, Adair",2006,Iowa,IA,Adair County,19001,38.1
"IA, Adams",2006,Iowa,IA,Adams County,19003,75.0
"IA, Allamakee",2006,Iowa,IA,Allamakee County,19005,54.8
"IA, Appanoose",2006,Iowa,IA,Appanoose County,19007,109.9
"IA, Audubon",2006,Iowa,IA,Audubon County,19009,55.6
"IA, Benton",2006,Iowa,IA,Benton County,19011,Data unavailable
"IA, Black Hawk",2006,Iowa,IA,Black Hawk County,19013,68.0
"IA, Boone",2006,Iowa,IA,Boone County,19015,40.5
"IA, Bremer",2006,Iowa,IA,Bremer County,19017,21.0
"IA, Buchanan",2006,Iowa,IA,Buchanan County,19019,36.7
"IA, Buena Vista",2006,Iowa,IA,Buena Vista County,19021,50.2
"IA, Butler",2006,Iowa,IA,Butler County,19023,35.3
"IA, Calhoun",2006,Iowa,IA,Calhoun County,19025,46.2
"IA, Carroll",2006,Iowa,IA,Carroll County,19027,70.0
"IA, Cass",2006,Iowa,IA,Cass County,19029,69.4
"IA, Cedar",2006,Iowa,IA,Cedar County,19031,21.2
"IA, Cerro Gordo",2006,Iowa,IA,Cerro Gordo County,19033,89.8
"IA, Cherokee",2006,Iowa,IA,Cherokee County,19035,67.4
"IA, Chickasaw",2006,Iowa,IA,Chickasaw County,19037,27.4
"IA, Clarke",2006,Iowa,IA,Clarke County,19039,38.3
"IA, Clay",2006,Iowa,IA,Clay County,19041,75.6
"IA, Clayton",2006,Iowa,IA,Clayton County,19043,54.9
"IA, Clinton",2006,Iowa,IA,Clinton County,19045,69.0
"IA, Crawford",2006,Iowa,IA,Crawford County,19047,53.7
"IA, Dallas",2006,Iowa,IA,Dallas County,19049,28.1
"IA, Davis",2006,Iowa,IA,Davis County,19051,9.7
"IA, Decatur",2006,Iowa,IA,Decatur County,19053,25.9
"IA, Delaware",2006,Iowa,IA,Delaware County,19055,37.3
"IA, Des Moines",2006,Iowa,IA,Des Moines County,19057,91.9
"IA, Dickinson",2006,Iowa,IA,Dickinson County,19059,63.7
"IA, Dubuque",2006,Iowa,IA,Dubuque County,19061,51.2
"IA, Emmet",2006,Iowa,IA,Emmet County,19063,62.9
"IA, Fayette",2006,Iowa,IA,Fayette County,19065,70.2
"IA, Floyd",2006,Iowa,IA,Floyd County,19067,77.7
"IA, Franklin",2006,Iowa,IA,Franklin County,19069,28.3
"IA, Fremont",2006,Iowa,IA,Fremont County,19071,32.4
"IA, Greene",2006,Iowa,IA,Greene County,19073,60.6
"IA, Grundy",2006,Iowa,IA,Grundy County,19075,7.0
"IA, Guthrie",2006,Iowa,IA,Guthrie County,19077,20.0
"IA, Hamilton",2006,Iowa,IA,Hamilton County,19079,55.2
"IA, Hancock",2006,Iowa,IA,Hancock County,19081,25.8
"IA, Hardin",2006,Iowa,IA,Hardin County,19083,50.9
"IA, Harrison",2006,Iowa,IA,Harrison County,19085,76.4
"IA, Henry",2006,Iowa,IA,Henry County,19087,54.8
"IA, Howard",2006,Iowa,IA,Howard County,19089,51.2
"IA, Humboldt",2006,Iowa,IA,Humboldt County,19091,43.7
"IA, Ida",2006,Iowa,IA,Ida County,19093,83.9
"IA, Iowa",2006,Iowa,IA,Iowa County,19095,10.7
"IA, Jackson",2006,Iowa,IA,Jackson County,19097,36.0
"IA, Jasper",2006,Iowa,IA,Jasper County,19099,70.9
"IA, Jefferson",2006,Iowa,IA,Jefferson County,19101,74.5
"IA, Johnson",2006,Iowa,IA,Johnson County,19103,38.4
"IA, Jones",2006,Iowa,IA,Jones County,19105,13.1
"IA, Keokuk",2006,Iowa,IA,Keokuk County,19107,13.0
"IA, Kossuth",2006,Iowa,IA,Kossuth County,19109,37.2
"IA, Lee",2006,Iowa,IA,Lee County,19111,76.2
"IA, Linn",2006,Iowa,IA,Linn County,19113,61.4
"IA, Louisa",2006,Iowa,IA,Louisa County,19115,23.4
"IA, Lucas",2006,Iowa,IA,Lucas County,19117,80.2
"IA, Lyon",2006,Iowa,IA,Lyon County,19119,29.7
"IA, Madison",2006,Iowa,IA,Madison County,19121,50.7
"IA, Mahaska",2006,Iowa,IA,Mahaska County,19123,84.1
"IA, Marion",2006,Iowa,IA,Marion County,19125,63.6
"IA, Marshall",2006,Iowa,IA,Marshall County,19127,71.1
"IA, Mills",2006,Iowa,IA,Mills County,19129,32.8
"IA, Mitchell",2006,Iowa,IA,Mitchell County,19131,27.7
"IA, Monona",2006,Iowa,IA,Monona County,19133,82.6
"IA, Monroe",2006,Iowa,IA,Monroe County,19135,82.5
"IA, Montgomery",2006,Iowa,IA,Montgomery County,19137,97.4
"IA, Muscatine",2006,Iowa,IA,Muscatine County,19139,65.7
"IA, Osceola",2006,Iowa,IA,Osceola County,19143,20.9
"IA, O’Brien",2006,Iowa,IA,O’Brien County,19141,35.9
"IA, Page",2006,Iowa,IA,Page County,19145,69.2
"IA, Palo Alto",2006,Iowa,IA,Palo Alto County,19147,48.3
"IA, Plymouth",2006,Iowa,IA,Plymouth County,19149,35.8
"IA, Pocahontas",2006,Iowa,IA,Pocahontas County,19151,37.7
"IA, Polk",2006,Iowa,IA,Polk County,19153,82.3
"IA, Pottawattamie",2006,Iowa,IA,Pottawattamie County,19155,88.1
"IA, Poweshiek",2006,Iowa,IA,Poweshiek County,19157,56.8
"IA, Ringgold",2006,Iowa,IA,Ringgold County,19159,78.0
"IA, Sac",2006,Iowa,IA,Sac County,19161,35.0
"IA, Scott",2006,Iowa,IA,Scott County,19163,76.3
"IA, Shelby",2006,Iowa,IA,Shelby County,19165,29.2
"IA, Sioux",2006,Iowa,IA,Sioux County,19167,25.0
"IA, Story",2006,Iowa,IA,Story County,19169,34.9
"IA, Tama",2006,Iowa,IA,Tama County,19171,19.5
"IA, Taylor",2006,Iowa,IA,Taylor County,19173,46.9
"IA, Union",2006,Iowa,IA,Union County,19175,80.8
"IA, Van Buren",2006,Iowa,IA,Van Buren County,19177,Data unavailable
"IA, Wapello",2006,Iowa,IA,Wapello County,19179,94.0
"IA, Warren",2006,Iowa,IA,Warren County,19181,46.3
"IA, Washington",2006,Iowa,IA,Washington County,19183,34.2
"IA, Wayne",2006,Iowa,IA,Wayne County,19185,79.9
"IA, Webster",2006,Iowa,IA,Webster County,19187,77.7
"IA, Winnebago",2006,Iowa,IA,Winnebago County,19189,42.4
"IA, Winneshiek",2006,Iowa,IA,Winneshiek County,19191,39.9
"IA, Woodbury",2006,Iowa,IA,Woodbury County,19193,57.7
"IA, Worth",2006,Iowa,IA,Worth County,19195,Data unavailable
"IA, Wright",2006,Iowa,IA,Wright County,19197,57.8
"ID, Ada",2006,Idaho,ID,Ada County,16001,77.9
"ID, Adams",2006,Idaho,ID,Adams County,16003,Data unavailable
"ID, Bannock",2006,Idaho,ID,Bannock County,16005,83.5
"ID, Bear Lake",2006,Idaho,ID,Bear Lake County,16007,108.6
"ID, Benewah",2006,Idaho,ID,Benewah County,16009,87.6
"ID, Bingham",2006,Idaho,ID,Bingham County,16011,51.5
"ID, Blaine",2006,Idaho,ID,Blaine County,16013,55.9
"ID, Boise",2006,Idaho,ID,Boise County,16015,Data unavailable
"ID, Bonner",2006,Idaho,ID,Bonner County,16017,76.0
"ID, Bonneville",2006,Idaho,ID,Bonneville County,16019,81.7
"ID, Boundary",2006,Idaho,ID,Boundary County,16021,102.0
"ID, Butte",2006,Idaho,ID,Butte County,16023,85.0
"ID, Camas",2006,Idaho,ID,Camas County,16025,Data unavailable
"ID, Canyon",2006,Idaho,ID,Canyon County,16027,68.3
"ID, Caribou",2006,Idaho,ID,Caribou County,16029,Data unavailable
"ID, Cassia",2006,Idaho,ID,Cassia County,16031,104.4
"ID, Clark",2006,Idaho,ID,Clark County,16033,Data unavailable
"ID, Clearwater",2006,Idaho,ID,Clearwater County,16035,95.4
"ID, Custer",2006,Idaho,ID,Custer County,16037,5.4
"ID, Elmore",2006,Idaho,ID,Elmore County,16039,53.4
"ID, Franklin",2006,Idaho,ID,Franklin County,16041,108.6
"ID, Fremont",2006,Idaho,ID,Fremont County,16043,30.8
"ID, Gem",2006,Idaho,ID,Gem County,16045,95.7
"ID, Gooding",2006,Idaho,ID,Gooding County,16047,56.4
"ID, Idaho",2006,Idaho,ID,Idaho County,16049,56.9
"ID, Jefferson",2006,Idaho,ID,Jefferson County,16051,33.3
"ID, Jerome",2006,Idaho,ID,Jerome County,16053,62.1
"ID, Kootenai",2006,Idaho,ID,Kootenai County,16055,93.9
"ID, Latah",2006,Idaho,ID,Latah County,16057,63.7
"ID, Lemhi",2006,Idaho,ID,Lemhi County,16059,83.0
"ID, Lewis",2006,Idaho,ID,Lewis County,16061,148.5
"ID, Lincoln",2006,Idaho,ID,Lincoln County,16063,Data unavailable
"ID, Madison",2006,Idaho,ID,Madison County,16065,44.7
"ID, Minidoka",2006,Idaho,ID,Minidoka County,16067,33.1
"ID, Nez Perce",2006,Idaho,ID,Nez Perce County,16069,152.5
"ID, Oneida",2006,Idaho,ID,Oneida County,16071,Data unavailable
"ID, Owyhee",2006,Idaho,ID,Owyhee County,16073,Data unavailable
"ID, Payette",2006,Idaho,ID,Payette County,16075,49.8
"ID, Power",2006,Idaho,ID,Power County,16077,59.0
"ID, Shoshone",2006,Idaho,ID,Shoshone County,16079,94.1
"ID, Teton",2006,Idaho,ID,Teton County,16081,57.8
"ID, Twin Falls",2006,Idaho,ID,Twin Falls County,16083,99.0
"ID, Valley",2006,Idaho,ID,Valley County,16085,116.4
"ID, Washington",2006,Idaho,ID,Washington County,16087,68.0
"IL, Adams",2006,Illinois,IL,Adams County,17001,92.3
"IL, Alexander",2006,Illinois,IL,Alexander County,17003,34.4
"IL, Bond",2006,Illinois,IL,Bond County,17005,61.1
"IL, Boone",2006,Illinois,IL,Boone County,17007,48.0
"IL, Brown",2006,Illinois,IL,Brown County,17009,Data unavailable
"IL, Bureau",2006,Illinois,IL,Bureau County,17011,18.9
"IL, Calhoun",2006,Illinois,IL,Calhoun County,17013,47.2
"IL, Carroll",2006,Illinois,IL,Carroll County,17015,18.3
"IL, Cass",2006,Illinois,IL,Cass County,17017,68.4
"IL, Champaign",2006,Illinois,IL,Champaign County,17019,60.0
"IL, Christian",2006,Illinois,IL,Christian County,17021,86.1
"IL, Clark",2006,Illinois,IL,Clark County,17023,84.3
"IL, Clay",2006,Illinois,IL,Clay County,17025,41.5
"IL, Clinton",2006,Illinois,IL,Clinton County,17027,15.7
"IL, Coles",2006,Illinois,IL,Coles County,17029,87.8
"IL, Cook",2006,Illinois,IL,Cook County,17031,41.9
"IL, Crawford",2006,Illinois,IL,Crawford County,17033,17.4
"IL, Cumberland",2006,Illinois,IL,Cumberland County,17035,Data unavailable
"IL, De Witt",2006,Illinois,IL,De Witt County,17039,44.2
"IL, DeKalb",2006,Illinois,IL,DeKalb County,17037,50.3
"IL, Douglas",2006,Illinois,IL,Douglas County,17041,23.4
"IL, DuPage",2006,Illinois,IL,DuPage County,17043,50.1
"IL, Edgar",2006,Illinois,IL,Edgar County,17045,78.2
"IL, Edwards",2006,Illinois,IL,Edwards County,17047,Data unavailable
"IL, Effingham",2006,Illinois,IL,Effingham County,17049,114.6
"IL, Fayette",2006,Illinois,IL,Fayette County,17051,49.9
"IL, Ford",2006,Illinois,IL,Ford County,17053,19.4
"IL, Franklin",2006,Illinois,IL,Franklin County,17055,78.5
"IL, Fulton",2006,Illinois,IL,Fulton County,17057,62.4
"IL, Gallatin",2006,Illinois,IL,Gallatin County,17059,71.8
"IL, Greene",2006,Illinois,IL,Greene County,17061,19.7
"IL, Grundy",2006,Illinois,IL,Grundy County,17063,81.6
"IL, Hamilton",2006,Illinois,IL,Hamilton County,17065,Data unavailable
"IL, Hancock",2006,Illinois,IL,Hancock County,17067,33.8
"IL, Hardin",2006,Illinois,IL,Hardin County,17069,141.3
"IL, Henderson",2006,Illinois,IL,Henderson County,17071,Data unavailable
"IL, Henry",2006,Illinois,IL,Henry County,17073,51.3
"IL, Iroquois",2006,Illinois,IL,Iroquois County,17075,60.3
"IL, Jackson",2006,Illinois,IL,Jackson County,17077,106.4
"IL, Jasper",2006,Illinois,IL,Jasper County,17079,61.2
"IL, Jefferson",2006,Illinois,IL,Jefferson County,17081,102.2
"IL, Jersey",2006,Illinois,IL,Jersey County,17083,36.9
"IL, Jo Daviess",2006,Illinois,IL,Jo Daviess County,17085,34.5
"IL, Johnson",2006,Illinois,IL,Johnson County,17087,Data unavailable
"IL, Kane",2006,Illinois,IL,Kane County,17089,45.2
"IL, Kankakee",2006,Illinois,IL,Kankakee County,17091,75.4
"IL, Kendall",2006,Illinois,IL,Kendall County,17093,59.8
"IL, Knox",2006,Illinois,IL,Knox County,17095,102.1
"IL, La Salle",2006,Illinois,IL,La Salle County,17099,85.8
"IL, Lake",2006,Illinois,IL,Lake County,17097,54.0
"IL, Lawrence",2006,Illinois,IL,Lawrence County,17101,91.3
"IL, Lee",2006,Illinois,IL,Lee County,17103,52.8
"IL, Livingston",2006,Illinois,IL,Livingston County,17105,67.3
"IL, Logan",2006,Illinois,IL,Logan County,17107,75.0
"IL, Macon",2006,Illinois,IL,Macon County,17115,87.0
"IL, Macoupin",2006,Illinois,IL,Macoupin County,17117,39.3
"IL, Madison",2006,Illinois,IL,Madison County,17119,106.1
"IL, Marion",2006,Illinois,IL,Marion County,17121,117.6
"IL, Marshall",2006,Illinois,IL,Marshall County,17123,41.1
"IL, Mason",2006,Illinois,IL,Mason County,17125,55.0
"IL, Massac",2006,Illinois,IL,Massac County,17127,49.0
"IL, McDonough",2006,Illinois,IL,McDonough County,17109,67.3
"IL, McHenry",2006,Illinois,IL,McHenry County,17111,62.1
"IL, McLean",2006,Illinois,IL,McLean County,17113,58.2
"IL, Menard",2006,Illinois,IL,Menard County,17129,Data unavailable
"IL, Mercer",2006,Illinois,IL,Mercer County,17131,34.4
"IL, Monroe",2006,Illinois,IL,Monroe County,17133,55.8
"IL, Montgomery",2006,Illinois,IL,Montgomery County,17135,106.3
"IL, Morgan",2006,Illinois,IL,Morgan County,17137,109.2
"IL, Moultrie",2006,Illinois,IL,Moultrie County,17139,24.0
"IL, Ogle",2006,Illinois,IL,Ogle County,17141,11.6
"IL, Peoria",2006,Illinois,IL,Peoria County,17143,82.5
"IL, Perry",2006,Illinois,IL,Perry County,17145,94.9
"IL, Piatt",2006,Illinois,IL,Piatt County,17147,28.3
"IL, Pike",2006,Illinois,IL,Pike County,17149,57.0
"IL, Pope",2006,Illinois,IL,Pope County,17151,Data unavailable
"IL, Pulaski",2006,Illinois,IL,Pulaski County,17153,Data unavailable
"IL, Putnam",2006,Illinois,IL,Putnam County,17155,Data unavailable
"IL, Randolph",2006,Illinois,IL,Randolph County,17157,46.5
"IL, Richland",2006,Illinois,IL,Richland County,17159,94.6
"IL, Rock Island",2006,Illinois,IL,Rock Island County,17161,70.4
"IL, Saline",2006,Illinois,IL,Saline County,17165,189.5
"IL, Sangamon",2006,Illinois,IL,Sangamon County,17167,97.0
"IL, Schuyler",2006,Illinois,IL,Schuyler County,17169,108.7
"IL, Scott",2006,Illinois,IL,Scott County,17171,7.2
"IL, Shelby",2006,Illinois,IL,Shelby County,17173,37.4
"IL, St. Clair",2006,Illinois,IL,St. Clair County,17163,67.1
"IL, Stark",2006,Illinois,IL,Stark County,17175,Data unavailable
"IL, Stephenson",2006,Illinois,IL,Stephenson County,17177,61.7
"IL, Tazewell",2006,Illinois,IL,Tazewell County,17179,83.4
